,Open,High,Low,Close,Adj Close,Volume,Returns,Daily_Return,Typical_Price,Typical_Price_Return,Volume_Log,Volume_Differencing,Volume_Differencing_10,Volumne_Percent_Change,MA_5,Volumne_MA_200,Close_EMA_50,Momentum_AwesomeOscillatorIndicator,Momentum_KAMA,Momentum_PercentagePVolumneOscillator,Momentum_ROC,Momentum_RSI,Momentum_StochRSIIndicator,Momentum_TSIIndicator,Trend_ADX,Trend_AroonIndicator,Trend_CCI,Trend_DPO,Trend_EMA,Trend_MACD,Trend_MI,Volumne_CMF,Volumne_EOM,Volumne_FI,Volumne_MFI,Volumne_VWAP,Volume_CMF,Volume_EOM,Volume_FI,Volume_MFI,Volume_VWAP,Volatility_ATR,Volatility_BB,Volatility_DonchainChannel,Volatility_UlcerIndex,Mkt-RF,SMB,HML,RF,SP500,DEXJPUS,DEXUSEU,CBBTCUSD,ADS_Index,ADS_Index
2019-07-22,42.32500076293945,42.959999084472656,42.25,42.83000183105469,42.58967208862305,31594000.0,0.7159538269042969,0.016953403646579712,42.68000030517578,0.6935917123625401,17.26847778711118,-2895600.0,-1384800.0,-0.08395574318055299,17.394952307079706,-0.4551452660256602,0.06426331469569013,3.0350367602180057,41.05251947749998,-4.731656269713165,5.2657495079685095,65.761343489763,0.9809246184299282,23.63378028282965,22.419663505708012,95.0,106.6938936836396,-0.7513759613037081,40.87267449008407,1.022052987918869,24.68444270503619,-0.008866609548936087,0.1853999160624868,11534841.162476752,64.0116677224942,40.92356108600128,-0.008866609548936087,0.1853999160624868,11534841.162476752,64.0116677224942,40.92356108600128,1.2024285241799813,13.524979087701286,14.230970461903404,2.220471241221399,0.25,-0.45,-0.49,0.009,2985.03,107.91,1.1214,10304.64,-0.292011,-0.292011
2019-07-23,43.224998474121094,43.935001373291016,43.067501068115234,43.915000915527344,43.66858673095703,42817600.0,1.0789146423339844,0.025017219856313666,43.63916778564453,2.222465720934652,17.5724597909796,11223600.0,8531600.0,0.3552446667088687,17.442199665153694,-0.2622731496310039,0.0873341243765624,3.1551474290735584,41.90974106243249,-3.569632750664542,9.629912217440273,70.14714430080281,1.0,26.276558277412736,22.943950611778156,100.0,147.93764640678026,-1.7938732147216783,41.16241986393581,1.1338844633741445,24.793042294221785,0.03224656254498934,1.8158388246521346,14860766.461223386,67.99221371929735,41.15935140618327,0.03224656254498934,1.8158388246521346,14860766.461223386,67.99221371929735,41.15935140618327,1.1975570750827986,13.60640452595597,14.824914873462339,2.2106179650390394,0.65,-0.23,0.81,0.009,3005.47,108.06,1.1156,9833.19,-0.276408,-0.276408
2019-07-24,44.349998474121094,44.72249984741211,43.584999084472656,44.665000915527344,44.41437530517578,36623600.0,0.74578857421875,0.01693418066688057,44.32416661580404,1.5574959316388082,17.41620339931493,-6194000.0,-8584000.0,-0.14466013975561454,17.451748440752613,-0.36885697723100486,0.10133016487507218,3.3397648530847874,42.73874877274119,-3.872562431673771,13.64416769428846,72.745982785721,1.0,29.365150851356063,23.654159540734213,100.0,170.58632388170815,-2.108625602722171,41.49599901170643,1.2684090157864105,24.7345547327116,0.1068034410818958,2.026609213120256,16061426.79824973,68.39032241938477,41.4070435465423,0.1068034410818958,2.026609213120256,16061426.79824973,68.39032241938477,41.4070435465423,1.1945542594756313,13.497772896897434,14.413750920270152,2.1776816931601717,0.66,0.75,0.86,0.009,3019.56,108.08,1.1141,9751.24,-0.258816,-0.258816
2019-07-25,44.247501373291016,44.375,43.11000061035156,43.345001220703125,43.10178756713867,39270000.0,-1.3125877380371094,-0.02999871404592591,43.61000061035156,-1.6243554259256054,17.485971426554194,2646400.0,-28986000.0,0.07225941742482989,17.425318665813723,-0.32305300165746,0.0659070716181207,3.3396322699154126,42.77882110167027,-3.531354133624952,10.2155028756091,62.44276695076235,0.5179296092259763,28.773561745498505,24.064166290791178,55.0,116.70759971673472,-1.597625732421875,41.67209446018231,1.254051820331,24.801492820568058,0.07012523631190207,-1.3247515593663945,9594968.24453575,62.795341181087096,41.63071351274155,0.07012523631190207,-1.3247515593663945,9594968.24453575,62.795341181087096,41.63071351274155,1.2125765617606388,13.507847794272488,14.352614933308889,2.2757410518475805,-0.63,-0.66,-0.12,0.009,3003.67,108.58,1.1156,9880.67,-0.239228,-0.239228
2019-07-26,43.61750030517578,44.23749923706055,43.61750030517578,43.76750183105469,43.52191162109375,27416000.0,0.4201240539550781,0.009700055574800803,43.874167124430336,0.6039202836531476,17.126637342536583,-11854000.0,-23223200.0,-0.30185892538833714,17.38628867576955,-0.5268471771608705,0.07308617154881403,3.39530154957491,42.847536142848355,-5.691463060631719,9.377739594260728,64.19098020509634,0.5971630638775813,28.840939860202568,24.453672703345298,55.0,118.13623686907286,-0.19062557220458842,41.87165706693206,1.2622158689300917,24.797031583981386,0.029595851881212394,0.4183669072203437,9784330.957760768,62.116235610918395,41.758868217132914,0.029595851881212394,0.4183669072203437,9784330.957760768,62.116235610918395,41.758868217132914,1.196572634490478,14.05307009744897,14.301749097917762,2.319672822454336,0.82,0.39,-0.19,0.009,3025.86,108.69,1.1121,9841.96,-0.217636,-0.217636
2019-07-29,43.69499969482422,43.86750030517578,42.817501068115234,43.70500183105469,43.45975875854492,24816000.0,-0.062152862548828125,-0.0014291027720125804,43.46333440144857,-0.9408003344526517,17.026999164398458,-2600000.0,-4168000.0,-0.09483513276918587,17.347403983111548,-0.5716250184660758,0.06855540370234636,3.3671032176298255,42.9085912602249,-7.996841671855524,5.135920500130032,63.718478287805304,0.48497925879997883,28.752315396095575,24.380721040004246,55.0,86.64903866269692,0.00949974060058878,42.046261330181835,1.2492422218902917,24.810961802362055,0.03956342924677475,-2.4752119293093466,8704775.628450219,58.20142073997668,41.85130158550166,0.03956342924677475,-2.4752119293093466,8704775.628450219,58.20142073997668,41.85130158550166,1.1892439646189814,14.478426798141486,14.25655787047216,2.368937181609841,-0.32,-0.34,-0.46,0.009,3020.97,108.86,1.1142,9503.32,-0.140596,-0.140596
2019-07-30,43.23749923706055,43.98500061035156,43.092498779296875,43.86249923706055,43.61637496948242,19777200.0,0.1566162109375,0.0035972286117300634,43.64666620890299,0.4209208514535323,16.80004031701027,-5038800.0,-14367200.0,-0.2030464216634429,17.20262794677834,-0.6571634807652404,0.06936967294681073,3.202580878313846,42.98580489681401,-11.02913083814408,4.677523005394243,64.42904228241912,0.20762158729835545,28.88121542784295,24.35100381182374,55.0,87.25637597995532,-0.19149932861328267,42.219236368932194,1.2374052006499952,24.844145757197555,0.12705248779170872,0.8856289016754944,8172402.492222492,55.31812280238102,41.8789869533345,0.12705248779170872,0.8856289016754944,8172402.492222492,55.31812280238102,41.8789869533345,1.1744068579407667,14.975841881970462,14.217191056698464,2.4027634445378605,-0.17,1.37,0.89,0.009,3013.18,108.66,1.1148,9580.0,-0.110583,-0.110583
2019-07-31,43.54499816894531,43.55500030517578,41.755001068115234,42.18000030517578,41.94331741333008,35941600.0,-1.6730575561523438,-0.03911353116387506,42.4966672261556,-2.6701249209494904,17.397405956970942,16164400.0,1121200.0,0.8173250005056327,17.198006146190256,-0.3749717410766146,0.027208249420608732,2.732242853501262,42.97976353677598,-9.581347873807347,0.8668601131140837,52.581756418326606,0.0,25.14713345116535,23.643915237183737,55.0,24.367168055582603,-0.3201250076293931,42.21549960095539,1.0798132583809021,24.9794247083638,0.144091479782062,-4.425922998627481,1634868.5777032552,55.51262088176344,41.965376963920605,0.144091479782062,-4.425922998627481,1634868.5777032552,55.51262088176344,41.965376963920605,1.221061423490994,14.609440656863567,14.189788653214542,2.653277145551011,-1.09,0.12,0.61,0.009,2980.38,108.58,1.113,10099.0,-0.0783584,-0.0783584
2019-08-01,42.28499984741211,43.19499969482422,40.70500183105469,41.22999954223633,40.99864959716797,42121200.0,-0.9446678161621094,-0.022779991868449034,41.710000356038414,-1.8684737902501247,17.556061734852705,6179600.0,-2098000.0,0.17193447147594987,17.21718782446328,-0.26631473072636536,0.003912563168118277,2.2258752935072934,42.9298417322023,-6.912318070100142,-1.2927960488613672,47.29371922684375,0.0,20.179239123235977,22.51423383036929,55.0,-22.176614112572725,0.31025123596191406,42.12164245250595,0.8682546870993306,25.21740648342145,0.08920200090135602,-4.167612280717925,-2331801.966451844,54.17504028531349,41.99796486247643,0.08920200090135602,-4.167612280717925,-2331801.966451844,54.17504028531349,41.99796486247643,1.2845082455049208,14.40688831859635,14.180649934794035,3.128153081095911,-1.04,-0.42,-1.9,0.007,2953.56,108.28,1.1062,10417.24,-0.0439101,-0.0439101
2019-08-02,40.29750061035156,40.994998931884766,39.81999969482422,40.29750061035156,40.07138442993164,42834800.0,-0.9272651672363281,-0.022876655170946947,40.37083307902018,-3.263334600131307,17.572861414290358,713600.0,8345200.0,0.016941587609089925,17.31498824967829,-0.25374577467613013,-0.018069267040023318,1.3934561112347765,42.82502306013578,-4.616657569900576,-5.020331115080181,42.74911930831975,0.0,14.428963433205652,21.682960789603055,55.0,-102.22515844139555,0.41574764251708984,41.94791465801506,0.6182216502229707,25.426400577370025,0.0381039075681278,-4.231227941830279,-5913859.421789531,53.920926910806905,42.01729538813193,0.0381039075681278,-4.231227941830279,-5913859.421789531,53.920926910806905,42.01729538813193,1.2907828256002802,14.25589276418748,14.176610722437333,3.7319218903256415,-0.87,-0.32,0.06,0.007,2932.05,106.64,1.1112,10533.07,-0.011297,-0.011297
2019-08-05,38.45000076293945,38.462501525878906,37.224998474121094,37.6974983215332,37.4859619140625,58915600.0,-2.5854225158691406,-0.06669596040452896,37.79499944051107,-6.5930766802697605,17.891616469241345,16080800.0,27321600.0,0.37541438269817995,17.502339912058492,0.02479799778618741,-0.07848113511374322,0.2474559671738561,42.10498943240069,0.5537451996154543,-11.393818441742052,33.17646513786215,0.0,5.248826060483875,21.716175150642428,-40.0,-229.59419812704076,0.06100025177001811,41.543113102159644,0.2078739697990315,25.61148512809888,0.02169894902836649,-5.385072203657741,-19939272.319438808,52.37756042303327,41.8118129439957,0.02169894902836649,-5.385072203657741,-19939272.319438808,52.37756042303327,41.8118129439957,1.3798687911317897,16.004224577153746,17.830391470319203,4.9639393639836165,-3.07,-0.01,0.0,0.007,2844.74,106.02,1.1197,11775.14,0.0755901,0.0755901
2019-08-06,38.45000076293945,38.907501220703125,37.60749816894531,38.087501525878906,37.8737907409668,36127200.0,0.3878288269042969,0.010292821756626935,38.20083363850912,1.0680534431144917,17.40255660219654,-22788400.0,-6690400.0,-0.3867973847334153,17.58107508921385,-0.3717638679919506,-0.06642324437427538,-0.8230955011704424,41.31601137424038,-0.17430839457770586,-9.552360546591485,35.509286624726016,0.058955014504456456,-0.9046679129850397,21.560525684661876,-39.99999999999999,-195.16866659602536,0.8430013656616211,41.21400723775196,-0.08488106801891604,25.540030393750676,-0.005578175300110985,1.4888390629092427,-16698415.549583863,56.5635753738677,41.758019434830956,-0.005578175300110985,1.4888390629092427,-16698415.549583863,56.5635753738677,41.758019434830956,1.375875504163091,17.15077084196016,17.856720628258927,5.8363026507191975,1.29,-0.42,-0.59,0.007,2881.77,106.45,1.1196,11440.08,0.100857,0.100857
2019-08-07,37.474998474121094,38.592498779296875,37.29999923706055,38.47249984741211,38.256629943847656,37256000.0,0.3828392028808594,0.01005754142901516,38.121665954589844,-0.20745576398772947,17.43332356364435,1128800.0,632400.0,0.031245156004340302,17.587143503792934,-0.3512802255600188,-0.05487427847437687,-1.7528605068431133,40.65164359024254,-0.516527647571346,-10.173947694027625,37.817088173099016,0.11727772566082754,-4.937621051428942,21.501277424333303,-40.0,-178.09727388450582,2.0051254272460923,40.95291129581483,-0.28256812820390564,25.490530936249577,0.04507255646745699,-1.079802904257198,-13742042.881333875,51.61520971892531,41.68084848905519,0.04507255646745699,-1.079802904257198,-13742042.881333875,51.61520971892531,41.68084848905519,1.3717067060667527,18.254768543636825,17.889581598464666,6.55724055249341,0.07,0.08,-0.9,0.007,2883.98,105.62,1.1236,12014.41,0.124284,0.124284
2019-08-08,39.0525016784668,39.57749938964844,38.474998474121094,39.564998626708984,39.342987060546875,30930000.0,1.0863571166992188,0.02800086230872756,39.205832163492836,2.804273467860252,17.247237144661252,-6326000.0,-8340000.0,-0.1697981533175864,17.534257504534107,-0.4600009825782315,-0.026965870733811736,-2.342610819199507,40.53552482296518,-2.106911315742357,-9.905504265355253,43.946907384647254,0.27219038509982707,-6.246385108219583,21.033315299834037,-40.0,-111.45883385150323,2.8553754806518583,40.82072913685237,-0.3470801031832309,25.48916337946746,0.04306529493425132,3.849663448611014,-9215087.631335188,49.06868194591222,41.611169842189746,0.04306529493425132,3.849663448611014,-9215087.631335188,49.06868194591222,41.611169842189746,1.3583713478752315,18.935465777657615,17.932476780901695,7.03678404346922,1.97,0.04,-0.23,0.007,2938.09,106.04,1.121,12017.89,0.145878,0.145878
2019-08-09,39.15250015258789,39.1875,38.037498474121094,38.54499816894531,38.32871627807617,34181600.0,-1.0142707824707031,-0.026118351905021875,38.58999888102213,-1.583236885780659,17.347198045556702,3251600.0,6765600.0,0.10512770772712576,17.491357456045503,-0.4030912905561098,-0.050112126143478375,-2.7086696512558888,40.21118179236523,-2.6673186737375247,-13.70200967454693,39.98389193180434,0.1720371437055044,-8.681909324981978,20.72487873926437,-40.0,-115.85631203482693,1.7032508850097656,40.60399285419456,-0.4750359023968045,25.530662713037913,0.09939926105835742,-1.3920143597133643,-11657960.013788477,43.234907398834494,41.43103936489014,0.09939926105835742,-1.3920143597133643,-11657960.013788477,43.234907398834494,41.43103936489014,1.3668277881108646,20.198474247564118,18.00477000330245,7.674866978032382,-0.78,-0.42,-0.22,0.007,2918.65,105.3,1.1222,11889.0,0.165648,0.165648
2019-08-12,38.02000045776367,38.54499816894531,37.64250183105469,37.86249923706055,37.65005111694336,27920000.0,-0.6786651611328125,-0.01786507558859718,38.016666412353516,-1.496849318018123,17.144853835858445,-6261600.0,3104000.0,-0.18318627565707868,17.32055611226984,-0.5109540512254612,-0.06447583711429539,-2.6593313890344987,39.796586439263656,-4.464231124581765,-12.648521926961992,37.54424428290679,0.11038242072887594,-11.467276465043012,20.553639896172097,-40.0,-115.49086401757684,2.3235015869140625,40.34289822399132,-0.6243170171173773,25.579128003705765,0.0890754544635783,-1.6768240928749973,-12362475.267544113,43.45762901116296,41.27993798653023,0.0890754544635783,-1.6768240928749973,-12362475.267544113,43.45762901116296,41.27993798653023,1.3436112155998525,21.785736953637862,18.090679782656878,8.396382904587416,-1.32,0.28,-0.27,0.007,2883.75,105.38,1.1212,11387.38,0.213787,0.213787
2019-08-13,37.84749984741211,39.474998474121094,37.45500183105469,39.01250076293945,38.7935905456543,35195600.0,1.1435394287109375,0.029920728928475082,38.647500356038414,1.6457445728038866,17.376431632755175,7275600.0,15418400.0,0.2605873925501432,17.314942324620727,-0.3806272299327348,-0.03469597294129856,-2.6195592431461137,39.70973676337806,-4.2396359675027,-10.864227724190972,43.769989331591965,0.3389648202364268,-11.730776255174463,20.002663754643507,-40.0,-82.42451286674277,2.398876571655272,40.21619370389114,-0.6424224181289873,25.74349402196338,0.09910452428261651,2.1307324266823984,-7330335.365470996,48.16052248056497,41.132000212164215,0.09910452428261651,2.1307324266823984,-7330335.365470996,48.16052248056497,41.132000212164215,1.3774304869731802,22.432836584484207,18.151064342654415,8.8601414504689,1.47,-0.17,-0.53,0.007,2926.32,106.6,1.1182,10855.58,0.225732,0.225732
2019-08-14,38.125,38.23749923706055,37.07749938964844,37.51750183105469,37.30697250366211,41988000.0,-1.4866180419921875,-0.03907480128764762,37.610833485921226,-2.718996557932396,17.552894421137825,6792400.0,6046400.0,0.1929900328450147,17.343136164379843,-0.25762037094794177,-0.06907031471647374,-2.6164635826559604,39.47537631898769,-2.5166769120883137,-14.157418466468197,38.409714121070095,0.16745015807822364,-13.808612742589121,19.603673849853145,-75.0,-100.18704209420498,2.8018739700317354,39.95917543028767,-0.7685456822271419,25.84774988533102,0.0427640248241384,-2.230877513327361,-12610495.345138285,43.02387336020923,40.8795044371447,0.0427640248241384,-2.230877513327361,-12610495.345138285,43.02387336020923,40.8795044371447,1.405309031289072,23.784235206231397,18.618811593944518,9.555419586082602,-2.95,0.22,-0.51,0.007,2840.6,105.79,1.1144,10105.34,0.235583,0.235583
2019-08-15,37.70750045776367,37.907501220703125,36.84749984741211,37.192501068115234,36.98381042480469,47720000.0,-0.3231620788574219,-0.008699978771280037,37.315834045410156,-0.7874391709694617,17.68086115519399,5732000.0,5598800.0,0.1365151948175669,17.43720906948477,-0.15487278533102844,-0.07433459337154447,-2.849742709889128,39.26177856451143,0.048936966481068093,-15.206607660216637,37.33917259314949,0.13319565410663511,-15.78646497182707,19.300898223802854,-80.0,-96.46360649121112,1.3869998931884737,39.6956826338903,-0.8845278368151455,25.796332145087412,0.022176145994921546,-0.6219595359901414,-12886546.87488423,36.79464046612131,40.543702424720536,0.022176145994921546,-0.6219595359901414,-12886546.87488423,36.79464046612131,40.543702424720536,1.3880436483891692,25.051727263582553,19.30478248833561,10.261620620007841,0.16,-0.61,-0.53,0.007,2847.6,106.12,1.1106,10280.96,0.243346,0.243346
2019-08-16,39.837501525878906,40.3849983215332,39.220001220703125,39.88999938964844,39.666168212890625,100796000.0,2.6823577880859375,0.07001837750061846,39.83166631062826,6.52444900735456,18.428609230274485,53076000.0,57961200.0,1.1122380553227158,17.741908152173,0.7811676596952626,-0.006917599057755686,-2.577551415387326,39.26634365437,11.676841794140856,-5.429115455094827,49.8363758971435,0.5330731824841806,-13.04377340659004,18.591170953698075,-80.0,-23.40290312216377,0.5479991912841768,39.71418899158155,-0.7501319056513651,25.791601936434958,0.07729844864764035,2.8028067390478673,14235699.57198672,46.3857073531966,40.37338154648122,0.07729844864764035,2.8028067390478673,14235699.57198672,46.3857073531966,40.37338154648122,1.478266328640609,25.00769270265439,19.357455218682944,10.533904424952842,1.55,0.52,0.61,0.007,2888.68,106.34,1.1091,10368.83,0.249022,0.249022
2019-08-19,41.029998779296875,42.85499954223633,40.86750030517578,42.69499969482422,42.45542907714844,81511200.0,2.7892608642578125,0.06795615973141622,42.139166514078774,5.6315397322124205,18.216250992082255,-19284800.0,22595600.0,-0.1913250525814516,17.933606802435726,0.44028487641509306,0.06029835128799044,-1.8103749555699977,39.605261143852104,16.00156985597165,3.5532383430834953,58.99465014403965,1.0,-6.987403528521735,18.61466681562082,-80.0,43.29866684259623,-0.37774963378906534,39.998075725223714,-0.4125267283363456,25.924034186436383,0.13001868647878123,5.019879915357297,34655055.886582665,49.66100245423969,40.457555169879086,0.13001868647878123,5.019879915357297,34655055.886582665,49.66100245423969,40.457555169879086,1.552603019837973,24.957396357913012,19.360667611711655,10.579972526365227,1.14,0.01,0.22,0.007,2923.65,106.5,1.1096,10935.67,0.254001,0.254001
2019-08-20,42.63999938964844,42.64500045776367,41.755001068115234,41.967498779296875,41.73200988769531,46318800.0,-0.723419189453125,-0.01718634049543022,42.12250010172526,-0.03955870620702129,17.651058484157677,-35192400.0,10191600.0,-0.43174925654388596,17.96917379158144,-0.1795086107062871,0.040508189867416,-1.0984851388370274,39.75674695840103,13.628780145699157,4.144173071905918,56.13229916495126,0.8891343067530302,-3.4553935673826084,18.63698788444743,-80.0,46.67281698329239,-2.8803768157958984,40.18563982561163,-0.20135434930440965,25.98905232884448,0.05274838654407245,0.6508977783548378,28145339.1920388,44.0833611463746,40.38782115254431,0.05274838654407245,0.6508977783548378,28145339.1920388,44.0833611463746,40.38782115254431,1.5219728001815236,24.12593745434991,19.407127587012297,10.66581182007193,-0.75,0.3,-0.5,0.007,2900.51,106.35,1.1092,10770.99,0.252244,0.252244
2019-08-21,42.63249969482422,43.36249923706055,42.415000915527344,42.807498931884766,42.56730651855469,42724400.0,0.835296630859375,0.019818048477848293,42.86166636149088,1.739582632044101,17.570280743567146,-3594400.0,5468400.0,-0.0776013195505928,17.971484413621813,-0.24224502938569814,0.058787799225578086,-0.12344825969022821,39.97568669909844,11.054557551958142,13.555277771397039,58.62829674876694,0.9858102575690331,0.19786893395324015,18.841088794671613,-80.0,73.49366357548567,-2.397498512268065,40.43534069287574,0.03339729144618531,25.987339428876023,0.005228784123467386,1.5274382281799803,28882783.318437587,44.42092263067781,40.342762195235025,0.005228784123467386,1.5274382281799803,28882783.318437587,44.42092263067781,40.342762195235025,1.515624183060631,22.948263291684064,18.59330652215662,10.6793633617174,0.85,0.05,-0.3,0.007,2924.43,106.52,1.1098,10137.75,0.248853,0.248853
2019-08-22,42.904998779296875,43.33250045776367,42.474998474121094,42.869998931884766,42.629451751708984,30348800.0,0.062145233154296875,0.001458864056283815,42.89249928792318,0.07191004081832375,17.228267535973114,-12375600.0,-581200.0,-0.28966117721957474,17.91550314005097,-0.4610228071134448,0.05783080037749411,0.8900000516106061,40.1329480694095,6.86107426628853,12.556605748361696,58.816060825944305,0.9930828089560666,3.044475413238858,19.034984659384588,-60.0,76.96014945518728,-1.9887500762939467,40.66721290611469,0.22192467617731637,25.895755212534425,0.031668302186565175,0.042380609371583416,26312689.66906258,48.78216695896992,40.28248688691268,0.031668302186565175,0.042380609371583416,26312689.66906258,48.78216695896992,40.28248688691268,1.4827180730897283,22.69386566759563,18.26438729298541,10.670899902945346,-0.1,-0.53,0.49,0.007,2922.95,106.44,1.1089,10088.89,0.243826,0.243826
2019-08-23,42.099998474121094,42.647499084472656,40.40999984741211,40.61000061035156,40.38212966918945,56805600.0,-2.2473220825195312,-0.0541580178859018,41.22249984741211,-3.9712748782595675,17.855145470380847,26456800.0,22624000.0,0.871757697174188,17.757902910839835,0.007146917753427129,0.0019834997334184923,1.1703970516429223,40.14513553064197,7.866141297786696,5.5559185688923565,49.98242982835197,0.6162622601827596,2.522509965955733,18.446259993962848,-60.0,30.627821229451083,-0.7383762359619155,40.661764116042015,0.1868174941072951,25.97001747215198,-0.006572280977545379,-5.4159474610923075,11579999.162134096,43.78262444969327,40.23093120272762,-0.006572280977545379,-5.4159474610923075,11579999.162134096,43.78262444969327,40.23093120272762,1.5315821236588747,21.514444947400616,17.709436957226693,10.789601046930663,-2.66,-0.55,-0.18,0.007,2847.11,105.3,1.1148,10415.01,0.237162,0.237162
2019-08-26,41.40250015258789,41.64500045776367,40.977500915527344,41.36249923706055,41.13039779663086,31820800.0,0.7482681274414062,0.01836010169897495,41.32833353678385,0.2564086709171409,17.275630721978366,-24984800.0,3900800.0,-0.4398298759277255,17.543699182857463,-0.4359223750850305,0.019728351726039373,0.9977133694817013,40.20688079616797,4.373657962312849,4.543158530879187,52.53846808410301,0.7018684051291559,2.959779115114676,17.886971561812196,-60.0,39.94127429475258,-1.641251564025879,40.72850079423426,0.21721127331574763,25.987213428861505,-0.020419539954649707,-0.45624351247493533,12757628.603910016,47.20434426827155,40.179531600546945,-0.020419539954649707,-0.45624351247493533,12757628.603910016,47.20434426827155,40.179531600546945,1.5067530098465363,20.308885271661403,17.761052126950336,10.853976150556123,1.08,-0.02,-0.17,0.007,2878.38,106.0,1.1112,10373.75,0.206908,0.206908
2019-08-27,41.747501373291016,41.775001525878906,40.154998779296875,40.45000076293945,40.223026275634766,29096800.0,-0.9073715209960938,-0.02230782931811559,40.79333368937174,-1.3029628706447305,17.18613876045932,-2724000.0,-6098800.0,-0.08560438455349961,17.45727953644183,-0.48332677269659496,-0.0026596289518527882,0.7255294014425857,40.21109983104588,0.9833030314160057,4.942282227240968,49.25164294231009,0.5500904018933044,2.2421035151677176,17.073199250031998,-60.0,28.116838270763612,-2.153125572204587,40.70197698172999,0.16575682007834303,26.062231631625153,-0.05709062001409482,-1.9277955520154622,9013970.108127479,44.3608137866445,40.1225889132329,-0.05709062001409482,-1.9277955520154622,9013970.108127479,44.3608137866445,40.1225889132329,1.512415496683311,18.59819647425317,16.762203488599862,10.919737783130827,-0.46,-0.88,-0.67,0.007,2869.16,105.8,1.1094,10170.16,0.192846,0.192846
2019-08-28,40.14500045776367,40.834999084472656,39.75,40.30500030517578,40.11851501464844,25561200.0,-0.10451126098632812,-0.0026016757522562273,40.29666646321615,-1.2249930597169278,17.056586134728377,-3535600.0,-16426800.0,-0.12151164389211189,17.363017673711205,-0.5450756375912338,-0.005991742554648516,0.23230871312758694,40.21524573204271,-2.5021109635184784,6.450976869811244,48.72994749345424,0.5259997094747294,1.5158365242231648,16.2739646521901,24.999999999999993,14.11449810267196,-0.9093740463256808,40.66416967920102,0.1119875473205667,26.058816176507502,-0.03554307329525139,-2.854570781257327,7802507.650116407,44.98701659178606,40.030699606372174,-0.03554307329525139,-2.854570781257327,7802507.650116407,44.98701659178606,40.030699606372174,1.4910446760727782,17.987300443064566,16.319372326012168,10.930823533043869,0.68,0.47,0.62,0.007,2887.94,105.86,1.1084,9710.38,0.176719,0.176719
2019-08-29,41.224998474121094,42.07500076293945,41.189998626708984,41.75,41.556827545166016,35797600.0,1.4383125305175781,0.035223880169803046,41.67166646321615,3.355268905556752,17.39339141001756,10236400.0,-11922400.0,0.4004663317841104,17.39391644703356,-0.36258027708961704,0.02844944154383411,-0.004257426542395137,40.33686297340718,-3.315489563865609,7.016979643768641,53.96333881643669,0.767665648758868,2.530169307552836,15.8045512972158,25.0,70.85865037805289,-2.43037300109863,40.76758209070568,0.18385504378041162,25.95885409435072,0.0029533841708403747,3.3128002927275495,11985842.262051936,49.594031771458795,40.01697701372781,0.0029533841708403747,3.3128002927275495,11985842.262051936,49.594031771458795,40.01697701372781,1.504992465157323,18.199717944791395,16.308750883550463,10.810500254493135,1.35,0.31,0.34,0.007,2924.58,106.5,1.1059,9525.0,0.158522,0.158522
2019-08-30,42.21500015258789,42.71500015258789,41.69499969482422,41.877498626708984,41.68374252319336,29061600.0,0.12691497802734375,0.0030493562518163486,42.09583282470703,1.0127316450619706,17.184928273090403,-6736000.0,-71734400.0,-0.18816903926520212,17.225588391432368,-0.48101431293006824,0.03031379707963966,0.1221691580379698,40.38861147890455,-5.3073947695962636,11.621234311622953,54.40557434692041,0.7880870654394502,3.471258863135064,15.54993770864694,25.0,80.49021547185541,-2.83437366485596,40.8732884274679,0.24823710332225346,25.923012191711816,-0.009372783044220383,2.009354252791586,11197220.53137707,53.87187626115696,40.06959734048324,-0.009372783044220383,2.009354252791586,11197220.53137707,53.87187626115696,40.06959734048324,1.4807428647876404,18.635508136989507,16.27656276716968,10.599721810677732,0.03,-0.38,0.23,0.007,2926.46,106.3,1.0989,9580.6,0.138247,0.138247
2019-09-03,41.14500045776367,41.477500915527344,40.8125,41.04249954223633,40.85260009765625,29614000.0,-0.8311424255371094,-0.02014071607545409,41.110833485921226,-2.367707776907091,17.2037577804508,552400.0,-51897200.0,0.019007900459713234,17.21089910094318,-0.4694983400460824,0.009383537169028067,0.10307349036721547,40.41153815856914,-6.77519715245974,10.35154497157939,50.95343397123517,0.6286751860397581,3.2510961716391917,14.996446060064411,25.0,37.11310499698116,-0.3041254043579116,40.88940377173156,0.22924036142904214,25.81013936117602,-0.003929918837470254,-2.3802951823805634,7775803.0629056115,55.497128859230415,40.26801981054084,-0.003929918837470254,-2.3802951823805634,7775803.0629056115,55.497128859230415,40.26801981054084,1.4599556528837074,17.884825269447575,16.208835054967878,10.05462789898104,-0.86,-0.95,0.1,0.009,2906.27,105.88,1.0968,10628.46,0.0411165,0.0411165
